Solver,Time,epsilon,Standard Deviation
nsga2,0.0818351702,0.17999437466666668,0.06325416349607414
nsga2,0.20025549933333334,0.178174534,0.06246199787999941
nsga2,0.29433636533333335,0.176800048,0.06177150681603061
nsga2,0.43974215466666666,0.17419256466666666,0.06007083651603323
nsga2,0.6329634493333334,0.17253619466666667,0.05921491705933903
nsga2,0.8777303273333333,0.17018200133333333,0.057873422533654635
nsga2,1.2046622066666666,0.168113266,0.05637713076268363
nsga2,1.6265841533333334,0.165044928,0.054306125650764855
nsga2,2.1777365933333335,0.15991592466666665,0.05042941077367045
nsga2,2.90058148,0.15262041133333334,0.04560044006340192
nsga2,3.847095,0.143341052,0.04092318218326618
nsga2,5.084405933333334,0.13234948266666666,0.03659676505614576
nsga2,6.713556333333333,0.12207126066666667,0.03369237270547969
nsga2,8.8613286,0.113444424,0.03136481465555856
nsga2,11.704095,0.10617719466666667,0.029245024463226844
nsga2,15.451158733333333,0.09937844266666666,0.02690191363068431
nsga2,20.42594933333333,0.093681344,0.025158730600275635
nsga2,27.039093333333334,0.088681122,0.023696111553922844
nsga2,35.82725933333333,0.08376941466666667,0.022337302359071668
nsga2,47.54012866666667,0.07966026466666666,0.021357667863948295
nsga2,63.19911066666667,0.07600260933333333,0.02095870790174458
nsga2,84.18278266666667,0.07257522266666666,0.02051240926317251
nsga2,112.347292,0.06954026333333334,0.020309492011909135
nsga2,150.23449333333332,0.066721032,0.0203966376437156
nsga2,201.34862666666666,0.06392577066666667,0.020119715010832543
nsga2,270.4606933333333,0.061319601333333335,0.020130512113384305
nsga2,364.09435333333334,0.058470492,0.02018929263875677
nsga2,491.2563133333333,0.05609978733333333,0.0203322068004603
nsga2,664.3130066666666,0.053698712,0.02025640951543907
nsga2,900.0742866666667,0.05102272733333333,0.020446596186395338
nspso,0.08088459326666667,0.17999437466666668,0.06325416349607414
nspso,0.17266771466666667,0.17833873133333333,0.0625909461076297
nspso,0.24880152733333333,0.17735711533333334,0.0619544078318224
nspso,0.38089740866666666,0.176348728,0.061409157144659346
nspso,0.5313713426666666,0.17548467133333334,0.06093844723413697
nspso,0.74186956,0.17431951133333334,0.06025860193613124
nspso,1.0181236733333334,0.17320769733333333,0.059674985598691346
nspso,1.3860962133333334,0.17221050333333335,0.05916266767418422
nspso,1.8685781933333334,0.1712269,0.058589789806060825
nspso,2.5046457933333333,0.170390188,0.05824401041900691
nspso,3.3479351266666666,0.16903046266666666,0.057279026112299576
nspso,4.469041533333333,0.16701565533333335,0.055932097892269404
nspso,5.9577516,0.16399503466666668,0.054019101955128074
nspso,7.938479,0.16026769333333332,0.051654950089048614
nspso,10.579916133333333,0.15683220733333333,0.04979184240954731
nspso,14.1096256,0.15269225266666667,0.04772702574040549
nspso,18.824164333333332,0.14878968866666667,0.04614824134923874
nspso,25.139709333333332,0.14434479933333333,0.04406436012555761
nspso,33.609256,0.14011323133333334,0.04297820085728046
nspso,44.986114666666666,0.13592200733333334,0.04205922431979815
nspso,60.291914,0.13193167666666666,0.04097873867815036
nspso,80.92150533333333,0.12783891533333333,0.040376513127667296
nspso,108.76865333333333,0.12266122933333333,0.03945698160994396
nspso,146.41898666666665,0.11755724533333334,0.038829612434467475
nspso,197.40874666666667,0.11208053266666666,0.038600946218757676
nspso,266.5648933333333,0.107346556,0.03848925397623225
nspso,360.51066,0.10297335,0.038169193564376834
nspso,488.3290866666667,0.09831753266666667,0.03729726364757489
nspso,662.49082,0.093992502,0.03620814501472625
nspso,900.03422,0.08923012133333333,0.034969804393909135
moead,0.0781961306,0.17999437466666668,0.06325416349607414
moead,0.155128112,0.17846715,0.06222524520034496
moead,0.22297375733333333,0.177391828,0.06182438370576016
moead,0.3454904206666667,0.17577982533333333,0.060879087105565284
moead,0.48670397666666665,0.17461110866666665,0.06042273141429266
moead,0.680894294,0.17344882333333334,0.05966453704954419
moead,0.9376115933333333,0.172014226,0.05874198513456499
moead,1.2762249466666666,0.169860548,0.05710862668504095
moead,1.7242310866666666,0.16750428266666667,0.05531214252889455
moead,2.317641373333333,0.16494813266666666,0.05361230641915162
moead,3.1055743866666665,0.16220476066666667,0.05196354701138368
moead,4.152526666666667,0.15898916,0.05029777584065501
moead,5.548413466666666,0.15538718733333334,0.048532801853709714
moead,7.4076634666666665,0.151674814,0.047152112722994896
moead,9.8960504,0.14787529266666666,0.04604049802031108
moead,13.228902666666666,0.142611026,0.04561316113166843
moead,17.695399133333332,0.136975882,0.04499253501647058
moead,23.700865666666665,0.13059551266666666,0.04471283308572892
moead,31.788035333333333,0.12301753866666666,0.043348850558734095
moead,42.695468,0.115169982,0.04436111949992758
moead,57.436124,0.108504816,0.044876895941562286
moead,77.399098,0.103139988,0.044877205000648054
moead,104.494872,0.09812051,0.04376426278114079
moead,141.32029,0.09335738533333333,0.042199418560399105
moead,191.48956666666666,0.08873410733333334,0.04077722614699247
moead,259.96368,0.08491244333333334,0.03918034443819879
moead,353.6058,0.08101185,0.03765252270276876
moead,481.8987866666667,0.076908282,0.03612647210700203
moead,657.9907133333334,0.07280069559999999,0.035023191129690004
moead,900.03448,0.0691940662,0.03435214329843995
mhaco,0.09381025586666666,0.17999437466666668,0.06325416349607414
