Solver,Time,epsilon,Standard Deviation
mhaco,0.2692559262,0.17870660533333332,0.06253979096607729
mhaco,0.38555466066666666,0.177669482,0.062181587922372925
mhaco,0.567676706,0.176410724,0.061687014327698894
mhaco,0.794840424,0.175042746,0.06069761467754154
mhaco,1.09260402,0.17420127066666666,0.06050992261491077
mhaco,1.4714887933333334,0.17311709733333333,0.05975105871850198
mhaco,1.96209246,0.17237630266666668,0.05940948103370104
mhaco,2.5998455733333334,0.171349852,0.05884813778944239
mhaco,3.4163657533333334,0.17070015866666666,0.05856789509182373
mhaco,4.4787175066666665,0.16984180666666668,0.058030235573458565
mhaco,5.853459626666667,0.16907922733333333,0.05761423676729074
mhaco,7.642418733333333,0.16839611533333335,0.05725913128040636
mhaco,9.968270333333333,0.167877256,0.05712147702465379
mhaco,13.011894333333334,0.16726914933333334,0.05681164534664868
mhaco,17.000479666666667,0.16656646066666667,0.05643210550794276
mhaco,22.241749933333335,0.16582375,0.05596053262653963
mhaco,29.128096066666668,0.165318754,0.05576306679975715
mhaco,38.21865533333333,0.16464558733333334,0.05551242120440198
mhaco,50.244807333333334,0.16403725933333332,0.055226292594330866
mhaco,66.22202266666666,0.16335467666666667,0.054975995914825423
mhaco,87.51009466666666,0.16249542666666666,0.05462809594633487
mhaco,115.92270533333334,0.16182765733333335,0.054240177572244704
mhaco,153.98326466666666,0.161266646,0.05388471225504451
mhaco,205.14302666666666,0.16056413866666666,0.05354113482525198
mhaco,274.108,0.15984953533333332,0.05318131659822292
mhaco,367.34058,0.159230452,0.05297399202567303
mhaco,493.7703266666667,0.15853364733333333,0.052654553187705164
mhaco,665.7116,0.15790461333333333,0.05244448830938522
mhaco,900.0636933333333,0.15731054,0.05239112117346301
ihs,0.1098707714,0.17999437466666668,0.06325416349607414
ihs,0.15586612973333333,0.17998179733333333,0.06324832511869592
ihs,0.21780740773333335,0.179971648,0.06324762757873918
ihs,0.30007435066666666,0.17990528133333333,0.06321454485226677
ihs,0.409738556,0.179889374,0.06321037995312834
ihs,0.556181856,0.17985356066666666,0.06319586099988696
ihs,0.7498804553333334,0.17976558333333334,0.06314968603308733
ihs,1.00904014,0.17945347,0.0629184683930904
ihs,1.3537348933333333,0.17928879533333333,0.06274708473284783
ihs,1.8148888333333333,0.17895193266666667,0.06244721583268244
ihs,2.43038502,0.178430746,0.06189052188823914
ihs,3.2576954133333333,0.177901124,0.06147338680054991
ihs,4.37063474,0.17675498866666667,0.060601226136536346
ihs,5.86760054,0.175639054,0.059557225148630356
ihs,7.887876266666667,0.174563942,0.058528192513790406
ihs,10.622945333333334,0.172776112,0.05705121510613805
ihs,14.334968,0.170869694,0.055315282126600425
ihs,19.388944266666666,0.16876113333333334,0.05372347103603121
ihs,26.282156666666666,0.166901016,0.05233752727955982
ihs,35.718038666666665,0.16533654333333334,0.05121297093993166
ihs,48.66854,0.16322540266666666,0.04950717933455868
ihs,66.49671066666667,0.16078344466666666,0.04780048809916549
ihs,91.11580000000001,0.15829257266666666,0.04628696768000599
ihs,125.220576,0.15598562333333332,0.044991010746685586
ihs,172.60934666666665,0.153302074,0.04374134757645776
ihs,238.66542666666666,0.15108301666666665,0.04280814913743733
ihs,331.02678,0.14860196666666667,0.041927414435789206
ihs,460.5760666666667,0.14564449866666668,0.04137706631023205
ihs,642.8440066666667,0.14280847066666666,0.04103022699941875
ihs,900.0117133333333,0.13962617333333333,0.04076404089288583
nsbrkga,0.1515653936,0.17695089933333333,0.061663848442227255
nsbrkga,0.29111533066666667,0.17482066066666666,0.06043509311370784
nsbrkga,0.43171402266666664,0.17358538466666668,0.06004017055848228
nsbrkga,0.6160481346666666,0.17156046666666666,0.05862996836404984
nsbrkga,0.8777224546666667,0.16922132866666667,0.05716421769152863
nsbrkga,1.19574324,0.165916254,0.05455594273040078
nsbrkga,1.6322136933333333,0.16021301533333335,0.04992582270956663
nsbrkga,2.1762594066666665,0.152715298,0.0446810741122588
nsbrkga,2.8753331066666665,0.14252379733333334,0.03890534064263141
nsbrkga,3.78258572,0.12987759266666668,0.033942035846255145
nsbrkga,4.966224386666667,0.11646033933333333,0.02973307216464137
nsbrkga,6.498700533333333,0.103798008,0.02523393346888039
nsbrkga,8.488260666666667,0.092235648,0.021210938537499304
nsbrkga,11.0750758,0.08192212666666666,0.01729222278528496
nsbrkga,14.446519266666666,0.07385536733333334,0.014171378577072081
nsbrkga,18.8492002,0.06777622066666666,0.012775763513859093
nsbrkga,24.60814986666667,0.06368029933333333,0.013229608666172506
nsbrkga,32.149206666666664,0.060778693333333335,0.014452722767666156
nsbrkga,42.05358733333333,0.058529066,0.015456682712256201
nsbrkga,55.07515866666667,0.056330888,0.01573181313265558
nsbrkga,72.24118,0.05452664,0.015704778316788272
nsbrkga,94.90794933333333,0.05245794533333333,0.015136734754536934
nsbrkga,124.89991733333333,0.05028664,0.014130936516602202
nsbrkga,164.66433333333333,0.04840563933333333,0.012978421746113283
nsbrkga,217.50346666666667,0.046313624,0.011902273039127595
nsbrkga,287.83440666666667,0.043568146,0.01086320994908673
nsbrkga,381.64880666666664,0.040610502666666666,0.009537680362856562
nsbrkga,507.03626,0.037967622666666666,0.009073282360852175
nsbrkga,674.9497133333333,0.03446636533333333,0.009115134196385648
nsbrkga,900.0508133333333,0.031552522666666666,0.008943407828071709
