solver,mean,std,rank
IHS,0.55948742,0.14530890588037362,5.0
MHACO,0.54513444,0.16443121519695517,6.0
MOEA/D-DE,0.7150937333333334,0.08823733777439297,3.0
NS-BRKGA,0.7561442533333333,0.1315751603179228,2.0
NSGA-II,0.7622080533333334,0.07813217099298901,1.0
NSPSO,0.6381603666666668,0.10793038990223539,4.0
