solver,mean,std,rank
IHS,0.13962617333333335,0.04076404089288583,5.0
MHACO,0.15731054,0.05239112117346303,6.0
MOEA/D-DE,0.0691940662,0.034352143298439955,3.0
NS-BRKGA,0.031552522666666666,0.008943407828071709,1.0
NSGA-II,0.05102272733333334,0.020446596186395345,2.0
NSPSO,0.08923012133333334,0.03496980439390915,4.0
