0,0.0170346,0.510048
1,0.0398867,0.526057
2,0.064124,0.526057
3,0.0854323,0.526057
4,0.107731,0.526057
5,0.12835,0.526057
7,0.168638,0.544405
9,0.205888,0.544405
11,0.243523,0.544405
14,0.296574,0.544405
18,0.361266,0.544405
22,0.429826,0.555618
27,0.510351,0.555618
32,0.602704,0.564419
38,0.717996,0.572881
44,0.840455,0.604515
51,0.978213,0.61689
59,1.15136,0.651889
68,1.34789,0.688504
79,1.57269,0.718323
91,1.82526,0.745334
106,2.1178,0.766262
126,2.46638,0.802692
150,2.8727,0.829207
177,3.34875,0.841601
204,3.89757,0.85159
233,4.54109,0.852956
267,5.28227,0.854801
304,6.1458,0.862988
347,7.13148,0.868021
401,8.27279,0.868021
479,9.59654,0.868021
557,11.134,0.872183
639,12.9208,0.874592
747,14.9912,0.874592
863,17.3816,0.877026
1015,20.1483,0.877026
1210,23.3535,0.877026
1428,27.0721,0.882288
1696,31.3833,0.882288
2006,36.3828,0.882288
2357,42.1919,0.882288
2785,48.9088,0.883795
3287,56.6949,0.894698
3748,65.7133,0.900191
4253,76.1871,0.910583
4778,88.3144,0.920228
5316,102.352,0.930797
5931,118.644,0.958627
6757,137.49,0.958627
7724,159.33,0.958627
8963,184.631,0.958627
10449,213.968,0.958627
12401,247.946,0.958627
14369,287.307,0.958627
16533,332.904,0.958627
18988,385.729,0.958627
22571,446.95,0.958627
26654,517.877,0.958627
31570,600.009,0.958627
