0,0.00374798,0.969725
1,0.0189459,0.948735
2,0.0325932,0.92717
3,0.0468024,0.90657
4,0.0609202,0.877795
5,0.0748787,0.868908
6,0.0889957,0.849807
8,0.117091,0.810472
10,0.144847,0.715812
12,0.172466,0.627467
15,0.213883,0.620873
18,0.255274,0.615682
22,0.310012,0.615682
26,0.366989,0.585036
31,0.439323,0.569244
37,0.527567,0.548259
44,0.634521,0.48677
54,0.752069,0.423744
67,0.882929,0.368874
82,1.03988,0.331756
99,1.22569,0.300747
118,1.44354,0.275214
137,1.6985,0.261054
158,2.00095,0.240008
182,2.34746,0.22267
211,2.76335,0.205267
244,3.24181,0.186932
285,3.80321,0.157813
332,4.45934,0.137693
383,5.23734,0.125796
439,6.14963,0.118958
505,7.21453,0.114823
582,8.45038,0.105633
671,9.9008,0.0959439
774,11.6104,0.0884221
892,13.6014,0.0806314
1025,15.9311,0.077237
1176,18.658,0.0746133
1352,21.8657,0.0725998
1553,25.6147,0.068046
1786,29.9946,0.0606585
2056,35.1356,0.0588215
2376,41.1512,0.0549544
2749,48.1945,0.0509578
3188,56.424,0.0488983
3703,66.0719,0.0473155
4300,77.3672,0.0440682
4978,90.5887,0.0399255
5744,106.059,0.0396441
6659,124.163,0.0375497
7726,145.357,0.0383396
8991,170.17,0.0352022
10433,199.212,0.0327726
12164,233.202,0.0318713
14261,272.997,0.0363519
16580,319.58,0.0412162
19371,374.104,0.0387669
22514,437.925,0.0380341
26226,512.619,0.0351093
30613,600.005,0.0326521
