0,0.00297779,0.949207
1,0.0138005,0.930809
2,0.0239223,0.91257
4,0.0454426,0.861435
6,0.079545,0.831696
9,0.130132,0.795688
13,0.19764,0.733847
19,0.298756,0.655544
28,0.452277,0.651136
40,0.692385,0.62918
55,1.03351,0.580087
77,1.55606,0.502589
106,2.31387,0.424004
148,3.4307,0.356898
210,5.0828,0.317388
298,7.53488,0.286571
425,11.148,0.225856
611,16.4955,0.184831
882,24.4064,0.155599
1281,36.0879,0.124789
1863,53.3677,0.102146
2720,78.9059,0.0922366
3952,116.665,0.0752011
5766,172.476,0.0672304
8431,255.001,0.0631983
12132,376.964,0.0612468
17694,557.262,0.0460326
25009,823.784,0.0409046
35840,1217.75,0.0389825
51739,1800.01,0.045838
